,identifier,T-statistics,pvalue,mean_group1,mean_group2,std(group1),std(group2),log2FC,test,correction,padj,rejected,group1,group2,FC,-log10 pvalue,Method
1310,sp|P75745|PXPC_ECOLI,-4.239681338940936,0.00544168028153998,26.048533272462958,26.45419703510266,0.08314429833189406,0.14336146415417872,-0.4056637626397013,t-Test,FDR correction BH,0.3825891520325348,False,0,1,0.754888899660232,2.2642669781832176,Unpaired t-test
700,sp|P0AEX9|MALE_ECOLI,-4.137257122101059,0.006097290480935656,27.007231166666678,27.41057805239698,0.09180879791241403,0.14172102613169263,-0.40334688573030064,t-Test,FDR correction BH,0.3825891520325348,False,0,1,0.7561021774095722,2.2148631142675095,Unpaired t-test
1111,sp|P37650|BCSC_ECOLI,-4.094355343210164,0.006397842722139916,26.023047591696713,26.324499171421643,0.09347381166961108,0.08674717290827466,-0.30145157972492953,t-Test,FDR correction BH,0.3825891520325348,False,0,1,0.8114355527957582,2.1939664403610584,Unpaired t-test
1123,sp|P37773|MPL_ECOLI,4.07349187829068,0.006549970854140021,27.738677883921188,26.92169073586864,0.11695397603321674,0.32710389548241897,0.8169871480525472,t-Test,FDR correction BH,0.3825891520325348,False,0,1,1.7617230542421771,2.18376063251422,Unpaired t-test
1316,sp|P75825|HCP_ECOLI,4.04051855047418,0.006798722490790962,26.997673065071396,25.38407035056731,0.4551573000474311,0.5208511568494197,1.6136027145040863,t-Test,FDR correction BH,0.3825891520325348,False,0,1,3.0601507274946593,2.167572685429482,Unpaired t-test
870,sp|P17169|GLMS_ECOLI,-4.015105545987279,0.006997654045990394,28.842484802930407,29.450049990302748,0.24309528749747614,0.0979682416586324,-0.6075651873723409,t-Test,FDR correction BH,0.3825891520325348,False,0,1,0.656303400213098,2.1550475322205425,Unpaired t-test
913,sp|P23331|KITH_ECOLI,-3.9756829079676463,0.007319255085993453,28.01255205623933,28.296646144866006,0.09703385199049705,0.07683189933187685,-0.2840940886266772,t-Test,FDR correction BH,0.3825891520325348,False,0,1,0.8212571388599755,2.135533116824754,Unpaired t-test
623,sp|P0ADR8|PPNN_ECOLI,-3.9352551514112815,0.00766629875129558,27.810702265830383,28.35945529975206,0.1823933521951879,0.15832776891239334,-0.5487530339216775,t-Test,FDR correction BH,0.3825891520325348,False,0,1,0.6836107390672259,2.115414260543311,Unpaired t-test
28,sp|P00968|CARB_ECOLI,-3.9296746331177275,0.007715630148999298,26.412876550512863,26.95608446798701,0.18098736535307042,0.15674205022463797,-0.5432079174741489,t-Test,FDR correction BH,0.3825891520325348,False,0,1,0.6862433088915447,2.112628598562945,Unpaired t-test
757,sp|P0AFU8|RISA_ECOLI,-3.8753153164679577,0.008215133483560262,28.76533626083635,29.428543390782774,0.26537945439009464,0.13204789335303768,-0.6632071299464251,t-Test,FDR correction BH,0.3825891520325348,False,0,1,0.6314729628696585,2.0853853755396106,Unpaired t-test
289,sp|P0A843|TATE_ECOLI,-3.835033196655892,0.008608545851507242,28.10828195193379,28.687090559926418,0.2504809698005684,0.07480521379453875,-0.5788086079926273,t-Test,FDR correction BH,0.3825891520325348,False,0,1,0.6695164425441237,2.065070203018113,Unpaired t-test
1102,sp|P37626|YHII_ECOLI,-3.832418237012295,0.00863480079460214,27.202661346347604,27.46573573735371,0.05881150258858215,0.10333152819398735,-0.2630743910061071,t-Test,FDR correction BH,0.3825891520325348,False,0,1,0.833310237312184,2.063747677181987,Unpaired t-test
1139,sp|P39285|MSCM_ECOLI,3.8157983794904013,0.008803767337823131,24.66126647906018,24.17347597850769,0.044998816782500894,0.21679494690139958,0.4877905005524923,t-Test,FDR correction BH,0.3825891520325348,False,0,1,1.402295602971023,2.055331443314819,Unpaired t-test
1029,sp|P31572|CAIB_ECOLI,3.8085862502671257,0.008878232110538585,25.398860574634533,24.967389067135052,0.11942041367316382,0.15569862182828617,0.4314715074994808,t-Test,FDR correction BH,0.3825891520325348,False,0,1,1.3486084174438078,2.0516735050632557,Unpaired t-test
1097,sp|P37349|DHAM_ECOLI,3.8005033098305074,0.008962521998187674,25.93477235121475,25.259311560613078,0.2957806866475954,0.08530473020753825,0.6754607906016723,t-Test,FDR correction BH,0.3825891520325348,False,0,1,1.5971068003132978,2.04756976536266,Unpaired t-test
1360,sp|P76440|PRET_ECOLI,3.7963827270889934,0.009005834288761148,27.181800098888328,26.638579542465536,0.23314414374118944,0.08406653513739262,0.5432205564227921,t-Test,FDR correction BH,0.3825891520325348,False,0,1,1.4572218741269145,2.045476048505524,Unpaired t-test
59,sp|P05459|PDXB_ECOLI,-3.788422338834208,0.00909016853187015,27.586096099557405,28.007737668991176,0.15896358660425122,0.1090500535036806,-0.4216415694337705,t-Test,FDR correction BH,0.3825891520325348,False,0,1,0.7465746514503483,2.041428064876742,Unpaired t-test
820,sp|P0CK95|ACFD_ECOLI,-3.7135706942070286,0.009927563229598575,26.37718264787206,27.31181145163255,0.42824786935363524,0.08143183933802761,-0.9346288037604893,t-Test,FDR correction BH,0.40371780462804047,False,0,1,0.5231770627045349,2.003157338192228,Unpaired t-test
1379,sp|P77252|YKGE_ECOLI,3.691430526433077,0.010191417526428452,26.516862479830614,26.012134125855162,0.0988411672762786,0.21521034599634933,0.5047283539754517,t-Test,FDR correction BH,0.40371780462804047,False,0,1,1.4188561736590592,1.9917654056805005,Unpaired t-test
627,sp|P0ADT2|YGIB_ECOLI,-3.671263265086771,0.010438545612325295,28.2006852369747,28.730437274234152,0.24713273471046993,0.037285760157725306,-0.5297520372594526,t-Test,FDR correction BH,0.40371780462804047,False,0,1,0.6926737769048801,1.9813600067496435,Unpaired t-test
1008,sp|P30178|HCXB_ECOLI,-3.564672666694581,0.01186011312768443,29.092789032079835,29.758782579511795,0.20903270550383773,0.24702931792586172,-0.6659935474319596,t-Test,FDR correction BH,0.433941371742507,False,0,1,0.630254514648513,1.9259111684342536,Unpaired t-test
457,sp|P0AAJ3|FDNH_ECOLI,-3.5480557586603996,0.012100452101177276,26.81897691462019,27.844416065790824,0.4237166847751595,0.2665560247729637,-1.0254391511706338,t-Test,FDR correction BH,0.433941371742507,False,0,1,0.4912607385127184,1.917198403123339,Unpaired t-test
128,sp|P09152|NARG_ECOLI,3.535846160336468,0.012280477384421142,26.841415717001247,26.289771843243564,0.22242751909428,0.15345269959645969,0.5516438737576834,t-Test,FDR correction BH,0.433941371742507,False,0,1,1.4657548940098117,1.9107847503454969,Unpaired t-test
294,sp|P0A862|TPX_ECOLI,-3.514298401294602,0.0126054550224775,30.377777711114422,31.063972389389285,0.27910565078542465,0.1909896045951867,-0.6861946782748625,t-Test,FDR correction BH,0.433941371742507,False,0,1,0.6214909643692326,1.8994414728606477,Unpaired t-test
257,sp|P0A7P5|RL34_ECOLI,-3.5058002232611702,0.012736224747159536,30.637357518028107,33.69457045227449,1.505797216425745,0.11814515086630129,-3.057212934246383,t-Test,FDR correction BH,0.433941371742507,False,0,1,0.12013988272129271,1.8949592858509092,Unpaired t-test
1233,sp|P61517|CAN_ECOLI,-3.4382400542470384,0.013830738779388153,27.698985598553335,28.52216813252256,0.3273507327261538,0.25457205469875205,-0.8231825339692236,t-Test,FDR correction BH,0.44067213977156533,False,0,1,0.5651937690800942,1.8591546211023813,Unpaired t-test
849,sp|P14900|MURD_ECOLI,-3.4299136056521644,0.013972662533670244,26.475676389731035,27.217226613130308,0.259265942653459,0.2702028653997376,-0.7415502233992726,t-Test,FDR correction BH,0.44067213977156533,False,0,1,0.5980963326646931,1.8547208298555131,Unpaired t-test
925,sp|P23871|HEMH_ECOLI,-3.4173764044047994,0.014189394410962543,24.94546191604368,25.449317782140596,0.24755550624768755,0.06270076292357767,-0.5038558660969166,t-Test,FDR correction BH,0.44067213977156533,False,0,1,0.705219432381478,1.8480361393973224,Unpaired t-test
88,sp|P07003|POXB_ECOLI,-3.4090810305717096,0.014334831683657163,27.880760029417115,28.505991705924853,0.24253141576580786,0.20515164792576487,-0.6252316765077381,t-Test,FDR correction BH,0.44067213977156533,False,0,1,0.6483156586004467,1.843607402074878,Unpaired t-test
280,sp|P0A809|RUVA_ECOLI,-3.3942138440872105,0.014599612323932584,26.805853830245926,27.263080391244035,0.2289046399899125,0.04517871651361191,-0.45722656099810877,t-Test,FDR correction BH,0.44067213977156533,False,0,1,0.7283851622758127,1.8356586762574947,Unpaired t-test
483,sp|P0AB67|PNTB_ECOLI,-3.3841743871127252,0.014781455422107013,27.791664372372857,28.440399052849987,0.2905935877272727,0.16061790496917144,-0.6487346804771299,t-Test,FDR correction BH,0.44067213977156533,False,0,1,0.6378394872302444,1.8302828020257227,Unpaired t-test
1318,sp|P75829|YBJX_ECOLI,3.332145572353006,0.015764641112885825,27.616751396573314,27.179633502545578,0.13720023935972767,0.18111414613396443,0.43711789402773604,t-Test,FDR correction BH,0.4603918659701962,False,0,1,1.3538969121620286,1.8023159116567953,Unpaired t-test
827,sp|P10443|DPO3A_ECOLI,-3.289608335145035,0.016621931751945415,25.093834360830453,25.402235196372203,0.09311392411296956,0.13303004882638952,-0.30840083554175024,t-Test,FDR correction BH,0.4693661154251048,False,0,1,0.8075363821242166,1.7793185051934055,Unpaired t-test
621,sp|P0ADQ2|FABY_ECOLI,-3.284516560070476,0.016727932834856983,25.979784427268335,26.393230787352692,0.14825553994920254,0.15986132764226654,-0.4134463600843574,t-Test,FDR correction BH,0.4693661154251048,False,0,1,0.7508276265430386,1.7765577239439443,Unpaired t-test
593,sp|P0AD49|YFIA_ECOLI,-3.2325389345827835,0.01785342729224173,27.262037501434108,29.007396995387154,0.6133595984569983,0.705958920099861,-1.7453594939530461,t-Test,FDR correction BH,0.491312585676883,False,0,1,0.29825960550679537,1.748278400771323,Unpaired t-test
535,sp|P0AC41|SDHA_ECOLI,-3.1945142507928677,0.018729265483109783,24.912954294188143,25.675501106646998,0.201869898735321,0.36081699555564567,-0.7625468124588544,t-Test,FDR correction BH,0.49280674148249076,False,0,1,0.5894548377203949,1.7274792542791857,Unpaired t-test
397,sp|P0A9I1|CITE_ECOLI,3.145136504694645,0.019937418360683357,28.21124481895962,27.028541629644437,0.5284248406326851,0.380775233610589,1.182703189315184,t-Test,FDR correction BH,0.49280674148249076,False,0,1,2.270017137701555,1.70033107793491,Unpaired t-test
805,sp|P0C037|PPNP_ECOLI,-3.131534653719167,0.020284985646027615,28.295599960856165,28.73867766317997,0.11669442852220044,0.21549900359443344,-0.44307770232380506,t-Test,FDR correction BH,0.49280674148249076,False,0,1,0.7355637550248194,1.6928252952730987,Unpaired t-test
391,sp|P0A9E5|FNR_ECOLI,-3.129853236343681,0.020328407776160396,27.75055916501598,28.131629003989623,0.13838832890913305,0.15912334947120843,-0.38106983897364444,t-Test,FDR correction BH,0.49280674148249076,False,0,1,0.7678679624709526,1.6918966361729524,Unpaired t-test
398,sp|P0A9J0|RNG_ECOLI,-3.119016493854585,0.02061070686209682,26.440831841329732,27.034819947587284,0.24818719181363016,0.21727000026521273,-0.5939881062575516,t-Test,FDR correction BH,0.49280674148249076,False,0,1,0.6625089702995965,1.685907113458833,Unpaired t-test
1014,sp|P30855|EVGS_ECOLI,-3.1127957333398255,0.02077468748484619,24.997661628238802,25.472779936949948,0.25504177521840793,0.0696064730143901,-0.4751183087111457,t-Test,FDR correction BH,0.49280674148249076,False,0,1,0.7194077922988911,1.682465500618588,Unpaired t-test
1051,sp|P33224|AIDB_ECOLI,-3.1107435940806183,0.02082909379894271,27.482236732494073,28.578796651308263,0.47304664574558175,0.38601959038652817,-1.0965599188141901,t-Test,FDR correction BH,0.49280674148249076,False,0,1,0.4676302235279587,1.6813296242759566,Unpaired t-test
338,sp|P0A8R0|RRAA_ECOLI,-3.1060392966267893,0.02095440096066268,29.688194726357114,30.138634160831955,0.07833137130467573,0.2386567620733597,-0.45043943447484125,t-Test,FDR correction BH,0.49280674148249076,False,0,1,0.7318199069708153,1.6787247501580917,Unpaired t-test
34,sp|P02930|TOLC_ECOLI,-3.093247820294019,0.02129929585046363,29.348722424220398,29.848686097211996,0.23208284577100668,0.15655976221658757,-0.4999636729915977,t-Test,FDR correction BH,0.49280674148249076,False,0,1,0.7071245863336202,1.6716347539937975,Unpaired t-test
582,sp|P0ACX3|YDHR_ECOLI,-3.0913307928013034,0.021351515004831883,27.317689460254616,27.93738467717058,0.3256425606824353,0.12046700372142256,-0.6196952169159644,t-Test,FDR correction BH,0.49280674148249076,False,0,1,0.6508084026797801,1.6705713040162335,Unpaired t-test
1180,sp|P45577|PROQ_ECOLI,-3.066877053475742,0.022029995750171835,29.181014192447474,29.59563796116472,0.15402060943421048,0.17638029524538446,-0.41462376871724516,t-Test,FDR correction BH,0.4956135734954745,False,0,1,0.7502151129723759,1.6569855866294003,Unpaired t-test
561,sp|P0ACF8|HNS_ECOLI,-3.054544617853003,0.022381033350398157,31.47485316295553,32.099973548728045,0.22541851463283422,0.27355896670079966,-0.6251203857725152,t-Test,FDR correction BH,0.4956135734954745,False,0,1,0.6483656721564958,1.6501198656175258,Unpaired t-test
696,sp|P0AEU7|SKP_ECOLI,-3.0403893614861266,0.022791470607287114,30.91362109619797,31.714795745240558,0.4323418118727159,0.14626679460946362,-0.8011746490425864,t-Test,FDR correction BH,0.4956135734954745,False,0,1,0.5738817300396057,1.6422276512994725,Unpaired t-test
102,sp|P07762|GLGB_ECOLI,-3.0294038463538135,0.023115636988133296,26.696698605927086,27.132334409392527,0.10293199894150355,0.2268093215081732,-0.4356358034654413,t-Test,FDR correction BH,0.4956135734954745,False,0,1,0.739367839429167,1.6360941343859834,Unpaired t-test
354,sp|P0A8Z3|YBGC_ECOLI,-3.026410623739663,0.023204828388677004,26.94401491587073,27.60743360300774,0.3062400345240999,0.22444547689228608,-0.6634186871370069,t-Test,FDR correction BH,0.4956135734954745,False,0,1,0.6313803702928388,1.6344216390581898,Unpaired t-test
538,sp|P0AC53|G6PD_ECOLI,-2.990516966048451,0.024303977310919066,28.790516884863635,29.138407201159566,0.1592037679528351,0.12350294994882212,-0.34789031629593126,t-Test,FDR correction BH,0.4981108655597393,False,0,1,0.7857322512235903,1.6143226489185523,Unpaired t-test
682,sp|P0AEM9|TCYJ_ECOLI,-2.987596876166865,0.02439585035273725,26.5809279054154,27.113650287394073,0.14751612970584382,0.2713370341337651,-0.5327223819786724,t-Test,FDR correction BH,0.4981108655597393,False,0,1,0.6912491076354651,1.6126840393240012,Unpaired t-test
200,sp|P0A705|IF2_ECOLI,-2.978242766798832,0.024692696997887977,29.677864059267684,30.253419603275113,0.30743806039908583,0.13237246744242967,-0.5755555440074289,t-Test,FDR correction BH,0.4981108655597393,False,0,1,0.6710278064310238,1.6074314727520513,Unpaired t-test
81,sp|P06988|HISX_ECOLI,-2.977573164441816,0.024714096055025503,26.268737453805308,26.727243985419214,0.1748775996151214,0.20137898328346693,-0.45850653161390653,t-Test,FDR correction BH,0.4981108655597393,False,0,1,0.7277392197007024,1.6070552697062903,Unpaired t-test
42,sp|P04079|GUAA_ECOLI,2.947090156421001,0.025709866384379144,29.04602774744107,28.735492878381635,0.11911863669614933,0.1382724001605419,0.3105348690594347,t-Test,FDR correction BH,0.5081867647013105,False,0,1,1.2401673980762937,1.5899001804041104,Unpaired t-test
1098,sp|P37440|UCPA_ECOLI,-2.9406939394509135,0.025924272413134643,27.34112936538764,27.680755566706047,0.14604889467190943,0.13669245351614487,-0.3396262013184064,t-Test,FDR correction BH,0.5081867647013105,False,0,1,0.790246036114576,1.5862934236137491,Unpaired t-test
1152,sp|P39406|RSMC_ECOLI,2.911848882210527,0.02691549866893865,27.384857417181813,26.076198614551,0.2764193898847698,0.7276962613590076,1.3086588026308128,t-Test,FDR correction BH,0.516263126380408,False,0,1,2.477111489433606,1.5699975695112274,Unpaired t-test
54,sp|P05020|PYRC_ECOLI,2.899559443591312,0.027350188512266185,27.922996383093754,27.493435792208306,0.13834328273075075,0.2161101604519724,0.4295605908854476,t-Test,FDR correction BH,0.516263126380408,False,0,1,1.346823305426994,1.5630396759281802,Unpaired t-test
1094,sp|P37340|MDTK_ECOLI,-2.897644930666231,0.027418586726003502,25.21553029866991,25.62853033420747,0.09573010562040014,0.2275516797650692,-0.41300003553755715,t-Test,FDR correction BH,0.516263126380408,False,0,1,0.7510599449697869,1.5619549344085122,Unpaired t-test
60,sp|P05637|APAH_ECOLI,2.872234420519333,0.028344108520146235,26.621087497037696,26.051490552100052,0.26157669767625547,0.22262055912749848,0.5695969449376435,t-Test,FDR correction BH,0.5193796055402975,False,0,1,1.4841088875883282,1.5475371979028476,Unpaired t-test
1416,sp|Q46845|YGHU_ECOLI,-2.859593613944374,0.028817026812987943,24.922353422735632,25.752151516405327,0.49003366850278435,0.11171858839334275,-0.8297980936696945,t-Test,FDR correction BH,0.5193796055402975,False,0,1,0.5626079742730826,1.540350829397195,Unpaired t-test
948,sp|P25397|TEHB_ECOLI,2.8549774495286773,0.02899184142313977,27.675540736308395,26.963820565832272,0.22107159155202014,0.37089803544399114,0.7117201704761236,t-Test,FDR correction BH,0.5193796055402975,False,0,1,1.6377557008265793,1.5377241994600863,Unpaired t-test
1161,sp|P40710|NLPE_ECOLI,-2.842453404921385,0.029471909775425992,27.139241259099347,27.405735549078344,0.09382611194874987,0.132539333191364,-0.26649428997899705,t-Test,FDR correction BH,0.5193796055402975,False,0,1,0.8313372203877342,1.5305917210195712,Unpaired t-test
45,sp|P04693|TYRB_ECOLI,-2.8395167382709277,0.029585712179071674,27.503631364636377,27.90620646879249,0.08451786836523294,0.23056011422101985,-0.40257510415611364,t-Test,FDR correction BH,0.5193796055402975,False,0,1,0.7565067686962362,1.528917972044624,Unpaired t-test
708,sp|P0AF18|NAGA_ECOLI,-2.8317005314482246,0.02989091971836697,27.955900114862228,28.374612830541246,0.23285761364337293,0.10663276024952811,-0.4187127156790176,t-Test,FDR correction BH,0.5193796055402975,False,0,1,0.7480918321139352,1.5244607218805395,Unpaired t-test
944,sp|P24232|HMP_ECOLI,2.825770337089235,0.030124743018759392,27.157449045426326,26.254929982472873,0.5359287241229919,0.13714150645278195,0.9025190629534521,t-Test,FDR correction BH,0.5193796055402975,False,0,1,1.8693271324352194,1.5210766491809184,Unpaired t-test
165,sp|P0A6J8|DDLA_ECOLI,-2.8133305686458394,0.030621653470371917,28.609776978520042,29.010072212417416,0.08878956585303567,0.22989481628983396,-0.4002952338973742,t-Test,FDR correction BH,0.5216617394774072,False,0,1,0.7577032105917824,1.5139713625054647,Unpaired t-test
504,sp|P0ABH9|CLPA_ECOLI,-2.8027122476411823,0.031052781475201515,27.67601359857131,28.233537812825666,0.338337920771469,0.06510493737399949,-0.5575242142543573,t-Test,FDR correction BH,0.5226289364775892,False,0,1,0.6794671865051344,1.5078994929035334,Unpaired t-test
769,sp|P0AG27|YIBN_ECOLI,-2.7940609681181683,0.0314088669022171,28.140138979388766,28.423466275680102,0.1037126329730678,0.14174498747412695,-0.28332729629133624,t-Test,FDR correction BH,0.5226289364775892,False,0,1,0.821693753004289,1.5029477308091,Unpaired t-test
440,sp|P0AA39|RLUC_ECOLI,-2.7805284664385246,0.03197468948450134,25.36679051494314,25.932754642724994,0.2712966442128158,0.2251454499958384,-0.5659641277818537,t-Test,FDR correction BH,0.5252893592872437,False,0,1,0.6755038382774412,1.4951936643887118,Unpaired t-test
937,sp|P24183|FDNG_ECOLI,-2.772795917200642,0.03230290958579836,25.557797220845003,26.47021737550076,0.5566408651157283,0.1224548754987672,-0.9124201546557558,t-Test,FDR correction BH,0.5252893592872437,False,0,1,0.5312930866841227,1.4907583581597046,Unpaired t-test
889,sp|P21365|YCIC_ECOLI,-2.7376012891072667,0.03384313611036803,25.438279646221826,26.008499172390835,0.3115634898311656,0.1818912941850433,-0.5702195261690086,t-Test,FDR correction BH,0.5419467120503161,False,0,1,0.6735142960428475,1.4705293994060595,Unpaired t-test
699,sp|P0AEX5|KPPR_ECOLI,-2.7238649601948124,0.03446547195310565,26.076285772626715,26.602032493713743,0.28292558311139354,0.17809394584538338,-0.5257467210870281,t-Test,FDR correction BH,0.5419467120503161,False,0,1,0.694599500764802,1.4626157701155036,Unpaired t-test
1338,sp|P76046|YCJX_ECOLI,-2.7053040074574004,0.03532592171547865,25.65106285310393,25.936207554261706,0.1429303875191852,0.1135768777007289,-0.2851447011577761,t-Test,FDR correction BH,0.5419467120503161,False,0,1,0.8206592932122718,1.4519064978240888,Unpaired t-test
450,sp|P0AAD6|SDAC_ECOLI,-2.7042461470573658,0.03537564926570366,25.843580745714235,27.621402184653956,1.0187048991695344,0.5087608191254275,-1.7778214389397213,t-Test,FDR correction BH,0.5419467120503161,False,0,1,0.2916234341822225,1.4512955805863872,Unpaired t-test
1419,sp|Q46857|DKGA_ECOLI,-2.7000378920541483,0.03557421184264748,28.4023790150268,28.77930008353156,0.20779542323183903,0.12362941636803644,-0.37692106850476037,t-Test,FDR correction BH,0.5419467120503161,False,0,1,0.7700793050028218,1.4488647130618324,Unpaired t-test
392,sp|P0A9F3|CYSB_ECOLI,-2.694838533156947,0.03582118552883806,26.063439358094225,26.679939079226855,0.3205572299297936,0.23291837650056943,-0.6164997211326302,t-Test,FDR correction BH,0.5419467120503161,False,0,1,0.652251507642542,1.44586004494951,Unpaired t-test
35,sp|P02931|OMPF_ECOLI,-2.6838993027144094,0.036346810580470235,27.652051956497708,28.162924883367843,0.20395539317660719,0.25903369740932086,-0.5108729268701353,t-Test,FDR correction BH,0.5419467120503161,False,0,1,0.7017976749043656,1.4395336923172835,Unpaired t-test
758,sp|P0AFW4|RNK_ECOLI,-2.6836886648232254,0.03635701212916167,26.21475441392257,26.986964185712612,0.3921022605635111,0.30763953305919917,-0.7722097717900418,t-Test,FDR correction BH,0.5419467120503161,False,0,1,0.5855199482236744,1.4394118149202633,Unpaired t-test
23,sp|P00959|SYM_ECOLI,-2.636838661699233,0.0387037694558512,28.358214452665425,28.71532235293649,0.1999059727486301,0.12272618186685905,-0.357107900271064,t-Test,FDR correction BH,0.564777562872262,False,0,1,0.7807280991691145,1.4122467359073159,Unpaired t-test
93,sp|P07024|USHA_ECOLI,-2.6349692121683534,0.03880070001248583,27.370804181113822,27.78041938623774,0.2636920613291346,0.05444148600255469,-0.4096152051239166,t-Test,FDR correction BH,0.564777562872262,False,0,1,0.7528241397959253,1.4111604391269919,Unpaired t-test
704,sp|P0AEZ9|MOAB_ECOLI,-2.610499797342014,0.040093539625063276,28.265917378039216,28.8058043624415,0.32242807927862177,0.1560634096749836,-0.5398869844022833,t-Test,FDR correction BH,0.564777562872262,False,0,1,0.6878247887067719,1.3969256007269286,Unpaired t-test
476,sp|P0AB26|YCEB_ECOLI,-2.5963679771146415,0.0408610004341805,27.25750330589665,28.24332645197967,0.5946045756068389,0.2809734367691752,-0.9858231460830211,t-Test,FDR correction BH,0.564777562872262,False,0,1,0.5049375431741923,1.3886910043769645,Unpaired t-test
