,identifier,T-Statistics,pvalue,mean(group1),mean(group2),std(group1),std(group2),log2FC,test,correction,padj,rejected,group1,group2,FC,-log10 pvalue,Method
568,P0ACF8,-3.2357226448664975,0.017782154908987168,31.539644703556473,32.04115101409008,0.12467953897425854,0.23774185435446643,-0.5015063105336104,t-Test,FDR correction BH,0.5589781738781618,False,control,10 µm sulforaphane,0.70636887988949,1.7500156107238478,Unpaired t-test
808,P0AGL2,3.1818154078409804,0.019032142957105033,30.640166666302925,30.220621705976043,0.104943496364815,0.20284414953271004,0.41954496032688127,t-Test,FDR correction BH,0.5855421003398696,False,control,10 µm sulforaphane,1.337505626313503,1.7205123088202705,Unpaired t-test
73,P06721,-3.15403389763495,0.019713581931108143,25.58185608585677,26.18561409311185,0.28864579636866433,0.16313530754043326,-0.603758007255081,t-Test,FDR correction BH,0.5938716556746328,False,control,10 µm sulforaphane,0.6580376302453286,1.7052344578321812,Unpaired t-test
1039,P31142,3.084526606100586,0.021537987095649785,28.16288266860728,27.09020238030203,0.12194226627538456,0.5898684026210501,1.07268028830525,t-Test,FDR correction BH,0.623878937539989,False,control,10 µm sulforaphane,2.1033373919208382,1.6667948875793996,Unpaired t-test
1129,P37652,-3.076461278136697,0.021761320744012057,27.137477186498376,27.35559774366598,0.1005622955107086,0.07048105435033396,-0.21812055716760526,t-Test,FDR correction BH,0.623878937539989,False,control,10 µm sulforaphane,0.8596846446733706,1.6623147498548414,Unpaired t-test
1315,P69811,3.067797780732015,0.022004028917385503,29.010214371188923,28.373903658186794,0.09355805144337186,0.3468590948368767,0.6363107130021284,t-Test,FDR correction BH,0.623878937539989,False,control,10 µm sulforaphane,1.5543492614759944,1.657497792978193,Unpaired t-test
952,P24228,2.9738712170489947,0.024832765634678938,25.662899604970036,24.869201128757755,0.30384690334359954,0.3483804610194164,0.7936984762122812,t-Test,FDR correction BH,0.6744099893002133,False,control,10 µm sulforaphane,1.7335127843640503,1.604974910208059,Unpaired t-test
836,P11349,2.9694950482798874,0.024973844987847823,27.512088107174563,26.87981177860749,0.36737295013565285,0.03235456150045403,0.6322763285670732,t-Test,FDR correction BH,0.6744099893002133,False,control,10 µm sulforaphane,1.550008716526862,1.60251458826729,Unpaired t-test
1105,P37127,2.96298164054262,0.025185435285070206,25.25578167953944,24.582624812021262,0.08451016734325598,0.38432092228945736,0.6731568675181769,t-Test,FDR correction BH,0.6744099893002133,False,control,10 µm sulforaphane,1.5945583236142589,1.5988505387403413,Unpaired t-test
1011,P28635,-2.9176635996611204,0.026712432848735996,28.89922612798075,29.1061977665611,0.042396399359554894,0.11532091785106634,-0.20697163858034884,t-Test,FDR correction BH,0.6767931820025546,False,control,10 µm sulforaphane,0.8663538875701964,1.5732865565811758,Unpaired t-test
851,P13458,-2.9165954407323142,0.02674961137963667,24.937831480773276,25.31875229653851,0.1552487497194583,0.16453121193845002,-0.38092081576523285,t-Test,FDR correction BH,0.6767931820025546,False,control,10 µm sulforaphane,0.7679472835016597,1.5726825230597747,Unpaired t-test
441,P0AA39,-2.885665316311371,0.027850787951792473,25.419660922703358,26.037974183611958,0.3503077835498944,0.12255666746689915,-0.6183132609086002,t-Test,FDR correction BH,0.6767931820025546,False,control,10 µm sulforaphane,0.6514321100160292,1.5551625132990623,Unpaired t-test
1432,Q46845,-2.881945400566947,0.02798648716729151,24.996997936027114,25.646890496016837,0.3865452931744768,0.056035694169202566,-0.6498925599897234,t-Test,FDR correction BH,0.6767931820025546,False,control,10 µm sulforaphane,0.6373277748008211,1.553051610272787,Unpaired t-test
194,P0A6W9,2.881941422495605,0.027986632665132877,27.53648715340812,26.70205719758708,0.30175121718425013,0.40055211761467496,0.8344299558210402,t-Test,FDR correction BH,0.6767931820025546,False,control,10 µm sulforaphane,1.7831523324246572,1.5530493524422488,Unpaired t-test
1433,Q46856,-2.85544192527351,0.028974200073046658,27.939107456813744,29.108019480437097,0.6842939989644587,0.18567634718761847,-1.1689120236233528,t-Test,FDR correction BH,0.6767931820025546,False,control,10 µm sulforaphane,0.44475661745737066,1.537988545309399,Unpaired t-test
394,P0A9F3,-2.8416717238812774,0.029502155550979035,26.103952720495172,26.626272471603443,0.21238121869563026,0.2371697476785945,-0.5223197511082702,t-Test,FDR correction BH,0.6767931820025546,False,control,10 µm sulforaphane,0.6962514098444393,1.5301462514897852,Unpaired t-test
453,P0AAD6,-2.834677214897813,0.02977428827751906,25.89096095492417,27.56257899429022,0.8513889753120949,0.5642571876280701,-1.6716180393660487,t-Test,FDR correction BH,0.6767931820025546,False,control,10 µm sulforaphane,0.31390109368428365,1.5261586110656855,Unpaired t-test
356,P0A8Z3,-2.8321986975575375,0.029871366519449875,27.001235328591306,27.54861055425165,0.16936635738572567,0.2887444423875284,-0.5473752256603426,t-Test,FDR correction BH,0.6767931820025546,False,control,10 µm sulforaphane,0.6842639155192475,1.5247449093583234,Unpaired t-test
1316,P69829,2.8202325465960225,0.030344872088466673,26.958570165755145,26.22558072256551,0.21600088384135255,0.394960419388642,0.7329894431896342,t-Test,FDR correction BH,0.6767931820025546,False,control,10 µm sulforaphane,1.662079561003024,1.5179146888339252,Unpaired t-test
554,P0ACA7,-2.818279215154256,0.03042293003469298,26.1332378766323,26.43182902907831,0.14087832542878137,0.11759361156738234,-0.29859115244600787,t-Test,FDR correction BH,0.6767931820025546,False,control,10 µm sulforaphane,0.8130459796828308,1.5167989613343091,Unpaired t-test
588,P0ACX3,-2.7517221160851983,0.03321590946707735,27.37055986801483,27.878561628414495,0.30611970947882483,0.09238956687423902,-0.5080017603996652,t-Test,FDR correction BH,0.727730380142331,False,control,10 µm sulforaphane,0.7031957419052953,1.4786538518743721,Unpaired t-test
484,P0AB52,2.713374249859663,0.03494901006467223,28.457239771972915,26.308440302722563,1.0548609117819894,0.8767682574177714,2.1487994692503527,t-Test,FDR correction BH,0.7327056355427136,False,control,10 µm sulforaphane,4.434586135966857,1.4565651211926647,Unpaired t-test
58,P05459,-2.6890933575505964,0.03609621854814616,27.638966507317626,27.93771381240173,0.13107685088630716,0.14087501770820163,-0.2987473050841025,t-Test,FDR correction BH,0.7327056355427136,False,control,10 µm sulforaphane,0.812957982981907,1.4425382925456647,Unpaired t-test
143,P0A6A0,-2.6843271046495163,0.03632610081925891,24.548537004963226,25.370297216943136,0.4054340677310513,0.34172334369714785,-0.8217602119799103,t-Test,FDR correction BH,0.7327056355427136,False,control,10 µm sulforaphane,0.5657512562143473,1.4397812160530428,Unpaired t-test
460,P0AAJ3,-2.6804820201593538,0.03651269353652738,26.799516345941978,27.674130949323683,0.475566327606492,0.3053395677936672,-0.8746146033817048,t-Test,FDR correction BH,0.7327056355427136,False,control,10 µm sulforaphane,0.5453995430422911,1.4375561280225533,Unpaired t-test
5,P00490,-2.6577232197400633,0.037638281493051484,26.929022122797203,27.557823120713422,0.4060333409210045,0.05537951958684139,-0.628800997916219,t-Test,FDR correction BH,0.7327056355427136,False,control,10 µm sulforaphane,0.6467136660087569,1.424370214020629,Unpaired t-test
1262,P63235,2.640805627814201,0.03849893644386692,30.550950368558684,29.673227241675313,0.2900159455754776,0.49729178041195793,0.877723126883371,t-Test,FDR correction BH,0.7327056355427136,False,control,10 µm sulforaphane,1.8374730966366033,1.4145512679704555,Unpaired t-test
60,P05791,-2.633658489218949,0.038868814877449,26.6555434269735,27.137763751112754,0.2997327285896923,0.10361495885771006,-0.4822203241392522,t-Test,FDR correction BH,0.7327056355427136,False,control,10 µm sulforaphane,0.7158750359242478,1.410398700944004,Unpaired t-test
875,P16659,2.628238783112847,0.039151817614474754,29.433547835681722,29.011890362325488,0.2631452433501534,0.08928201255608174,0.42165747335623394,t-Test,FDR correction BH,0.7327056355427136,False,control,10 µm sulforaphane,1.3394655469176264,1.4072480711127318,Unpaired t-test
541,P0AC41,-2.6207437348063167,0.03954680897722078,24.96582470194836,25.616678057890912,0.23905109379343883,0.3576073183147749,-0.6508533559425516,t-Test,FDR correction BH,0.7327056355427136,False,control,10 µm sulforaphane,0.6369034730094114,1.4028885538728744,Unpaired t-test
1358,P76187,-2.618840276704369,0.03964779560874593,25.82723381102504,26.711088307233574,0.28254136979103855,0.5117479421049793,-0.8838544962085351,t-Test,FDR correction BH,0.7327056355427136,False,control,10 µm sulforaphane,0.5419176360636789,1.4017809541615416,Unpaired t-test
885,P18390,2.5982688878672855,0.04075686448777037,26.129751058737767,25.274167266133418,0.4006911855203401,0.40588441368392364,0.8555837926043495,t-Test,FDR correction BH,0.7327056355427136,False,control,10 µm sulforaphane,1.809490825052725,1.3897992345782348,Unpaired t-test
368,P0A937,-2.5976814764799,0.0407890139961313,27.123982250010187,28.711541757488224,0.44479582551712327,0.9605470038387774,-1.587559507478037,t-Test,FDR correction BH,0.7327056355427136,False,control,10 µm sulforaphane,0.3327338371036939,1.3894567928740051,Unpaired t-test
661,P0AE74,2.5906393268828825,0.04117654132237598,26.50460678619998,25.520714017194912,0.6431542683079278,0.13808880425512676,0.9838927690050667,t-Test,FDR correction BH,0.7327056355427136,False,control,10 µm sulforaphane,1.9777948240160148,1.3853501353209454,Unpaired t-test
357,P0A901,-2.5802119571763513,0.04175755455271858,26.5104816145023,27.04752455146091,0.3089836106920599,0.18572763737010345,-0.5370429369586098,t-Test,FDR correction BH,0.7327056355427136,False,control,10 µm sulforaphane,0.689182064999726,1.3792649428448207,Unpaired t-test
301,P0A877,-2.5781749201876427,0.04187207110466986,25.458046584158513,25.745674418233406,0.13339847414238096,0.13979796788333754,-0.28762783407489323,t-Test,FDR correction BH,0.7327056355427136,False,control,10 µm sulforaphane,0.8192480085397301,1.3780755572104146,Unpaired t-test
1356,P76149,-2.5772652063385064,0.041923320309450736,26.5377799785352,27.22921601733582,0.07757435837127656,0.4581585661824448,-0.6914360388006173,t-Test,FDR correction BH,0.7327056355427136,False,control,10 µm sulforaphane,0.6192371629446222,1.37754432872069,Unpaired t-test
253,P0A7L3,-2.5678598729692914,0.04245709292748101,30.597821205582203,32.01091319402154,0.924492871293871,0.23195156780492324,-1.4130919884393371,t-Test,FDR correction BH,0.7327056355427136,False,control,10 µm sulforaphane,0.37550603813337186,1.372049745656963,Unpaired t-test
509,P0ABH9,-2.565994466086551,0.0425638128531037,27.643158557440863,28.064276689556717,0.2710254196566741,0.0857111574309097,-0.42111813211585414,t-Test,FDR correction BH,0.7327056355427136,False,control,10 µm sulforaphane,0.7468455721389301,1.3709594750059246,Unpaired t-test
1139,P37773,2.555279879642757,0.043182328523707944,27.93804274048155,27.22052213989197,0.1492872874101354,0.4628800211566754,0.7175206005895802,t-Test,FDR correction BH,0.7346076122974317,False,control,10 µm sulforaphane,1.6443536372079464,1.3646939428787774,Unpaired t-test
656,P0AE45,2.513334662847954,0.04569679225903762,26.325449695349427,25.10969171329397,0.5155631867948233,0.660423085861274,1.2157579820554574,t-Test,FDR correction BH,0.7683437396112605,False,control,10 µm sulforaphane,2.322627800934627,1.3401142846805547,Unpaired t-test
803,P0AGI8,2.487476190765361,0.04732366983443832,26.22312047641718,25.5833311549842,0.422095586536586,0.14246864895339414,0.6397893214329784,t-Test,FDR correction BH,0.7734300680704799,False,control,10 µm sulforaphane,1.5581016111735484,1.3249215842671154,Unpaired t-test
698,P0AET5,2.4823491674988527,0.04765343591500259,30.62321384180529,30.230095343284127,0.2670559559828259,0.06261008846638885,0.39311849852116154,t-Test,FDR correction BH,0.7734300680704799,False,control,10 µm sulforaphane,1.313228985573113,1.3219057803324912,Unpaired t-test
1027,P30850,2.481947708308411,0.047679359574953596,28.148440464018464,27.6227268454907,0.14181292493719208,0.33835751463658487,0.5257136185277638,t-Test,FDR correction BH,0.7734300680704799,False,control,10 µm sulforaphane,1.4396455140214843,1.321669586634675,Unpaired t-test
1194,P45577,-2.4581226781982455,0.04924476130718525,29.080933749019998,29.40835052070877,0.16287295511510846,0.16339351245637715,-0.32741677168877104,t-Test,FDR correction BH,0.7734300680704799,False,control,10 µm sulforaphane,0.7969622135539375,1.3076399632657156,Unpaired t-test
76,P06961,2.4554494632079797,0.04942375061353369,25.429045459872185,25.125810094019798,0.13492334327337885,0.16597778823555867,0.3032353658523874,t-Test,FDR correction BH,0.7734300680704799,False,control,10 µm sulforaphane,1.2339084571355259,1.306064300436268,Unpaired t-test
770,P0AG14,-2.449685930155619,0.049811990949599656,27.334632491541115,27.668683536283176,0.2330507655453934,0.03838560140569341,-0.33405104474206126,t-Test,FDR correction BH,0.7734300680704799,False,control,10 µm sulforaphane,0.7933057743312255,1.3026660994813335,Unpaired t-test
41,P04079,2.4417516773685928,0.05035171164952313,29.00954614260645,28.63533295858236,0.13494289917720084,0.22858839005943,0.37421318402408943,t-Test,FDR correction BH,0.7734300680704799,False,control,10 µm sulforaphane,1.2961324780644694,1.2979857615094126,Unpaired t-test
62,P05847,-2.440912090260111,0.05040918265548845,25.340231919909872,26.45906551974541,0.7019721191502197,0.3708586224070399,-1.1188335998355363,t-Test,FDR correction BH,0.7734300680704799,False,control,10 µm sulforaphane,0.46046595559324094,1.297490344241852,Unpaired t-test
490,P0AB80,-2.4291088601250777,0.05122447193367396,28.230002701487862,28.793730033109377,0.37186511510804876,0.15260440952321616,-0.5637273316215143,t-Test,FDR correction BH,0.7734300680704799,False,control,10 µm sulforaphane,0.676551971303445,1.290522509988233,Unpaired t-test
17,P00936,2.4218720711827313,0.05173118372169448,25.478724756570053,25.044397970816327,0.13754317396821936,0.27850522610274236,0.43432678575372563,t-Test,FDR correction BH,0.7734300680704799,False,control,10 µm sulforaphane,1.351280129178193,1.2862475838774379,Unpaired t-test
340,P0A8R0,-2.4083735277271274,0.05269045175239532,29.741065177071242,30.079811112075866,0.1662566104319193,0.17806987318845957,-0.33874593500462424,t-Test,FDR correction BH,0.7734300680704799,False,control,10 µm sulforaphane,0.7907283551137172,1.2782680778984317,Unpaired t-test
404,P0A9K3,-2.3926662369501,0.05383022167419163,28.029027490923205,28.46047810933115,0.2944551561237138,0.10413620119619463,-0.4314506184079434,t-Test,FDR correction BH,0.7734300680704799,False,control,10 µm sulforaphane,0.7415158220761997,1.2689738317451522,Unpaired t-test
539,P0AC33,-2.3765141404569086,0.05502924525778602,26.81649952016782,27.29668841688966,0.34006477404237745,0.08267894648612253,-0.4801888967218382,t-Test,FDR correction BH,0.7734300680704799,False,control,10 µm sulforaphane,0.7168837539571391,1.2594064436239985,Unpaired t-test
81,P06988,-2.3737496289263134,0.055237250777950185,26.366141796363866,26.66842093666313,0.09239921005967171,0.20027655824177634,-0.3022791402992624,t-Test,FDR correction BH,0.7734300680704799,False,control,10 µm sulforaphane,0.8109702295686776,1.2577679448956864,Unpaired t-test
1065,P33195,-2.3721072888548744,0.05536121205165731,27.87811223261651,28.30886299368384,0.27938956340555193,0.14445124991225775,-0.4307507610673298,t-Test,FDR correction BH,0.7734300680704799,False,control,10 µm sulforaphane,0.741875621736271,1.2567944102134323,Unpaired t-test
934,P23869,2.371853645175302,0.05538038261456176,29.85322057127468,29.250221404268917,0.38668883782660124,0.21064717336432337,0.6029991670057626,t-Test,FDR correction BH,0.7734300680704799,False,control,10 µm sulforaphane,1.5188708128370925,1.2566440481061747,Unpaired t-test
1003,P27833,-2.3682894491539126,0.05565050266113677,26.570216438212015,26.955068352483373,0.14361180982366478,0.24206694659988884,-0.38485191427135845,t-Test,FDR correction BH,0.7734300680704799,False,control,10 µm sulforaphane,0.7658576061239798,1.2545309085624794,Unpaired t-test
1115,P37615,2.3644159606753807,0.05594562630259741,25.867870652491096,25.228761748768942,0.21344422890815107,0.4166927135244794,0.6391089037221533,t-Test,FDR correction BH,0.7734300680704799,False,control,10 µm sulforaphane,1.5573669375666157,1.2522338599290839,Unpaired t-test
